ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	chromosome_name	start_position	end_position	gene_biotype	entrezgene_id
ENSG00000261371	4505.246369116091	1.765130939632153	0.08299022167867555	21.26914356809949	2.1924684602024051e-100	2.3960747668887173e-98	PECAM1	17	64319415	64413776	protein_coding	5175
ENSG00000077782	254.46926749023305	-3.2485462457905485	0.15305992862751402	-21.22401516138294	5.731441439560664e-100	6.224055203796319e-98	FGFR1	8	38400215	38468834	protein_coding	2260
ENSG00000138315	773.8817127721168	-5.912903512635219	0.27876926389762	-21.210744075454368	7.600146023556968e-100	8.201465752967954e-98	OIT3	10	72893584	72933036	protein_coding	170392
ENSG00000162772	747.0319351107264	-4.448431517402061	0.20979769716137345	-21.203433486595372	8.877739602382861e-100	9.52026600610532e-98	ATF3	1	212565334	212620777	protein_coding	467
ENSG00000185112	508.05485863323287	3.394063525960963	0.16039583040202965	21.160547113062695	2.20647532589558e-99	2.351472275883004e-97	FAM43A	3	194685883	194689037	protein_coding	131583
ENSG00000143494	258.8698347863036	-5.74860619097778	0.27307399745401995	-21.0514594746273	2.2174567968069e-98	2.348587883926716e-96	VASH2	1	212950520	212992037	protein_coding	79805
ENSG00000138758	2310.684800824487	-1.9451246608247224	0.09244382099023687	-21.041153859598143	2.755898610738031e-98	2.90096370325418e-96	SEPTIN11	4	76949751	77040384	protein_coding	55752
ENSG00000135723	525.919256581236	-2.754921215313558	0.1309493001027971	-21.03807514168388	2.940748902883615e-98	3.076668882663236e-96	FHOD1	16	67229387	67247481	protein_coding	29109
ENSG00000157800	499.0017316655177	-5.111627833911814	0.2442999755803329	-20.923570793526185	3.2671162280451925e-97	3.397404863078752e-95	SLC37A3	7	140293693	140404433	protein_coding	84255
ENSG00000137216	721.2699940527478	-3.96249238676055	0.1894051792717639	-20.920718229542462	3.4685102887444545e-97	3.5851023815829734e-95	TMEM63B	6	44126914	44155519	protein_coding	55362
ENSG00000134802	865.9052074106077	-4.284429424648049	0.204825837782902	-20.917426585552068	3.7163424395069634e-97	3.818263687249131e-95	SLC43A3	11	57406954	57427580	protein_coding	29015
ENSG00000185055	1038.413276090634	-3.3190967692792412	0.158802424516533	-20.90079404885716	5.26617021745696e-97	5.378389797090865e-95	EFCAB10	7	105565120	105600875	protein_coding	100130771
ENSG00000158470	1726.350545411707	-2.387142725211981	0.11422433779545846	-20.89872238512459	5.499731817472926e-97	5.583692220366892e-95	B4GALT5	20	49632945	49713878	protein_coding	9334
ENSG00000104972	1164.424363994707	-2.1110809460899365	0.10103666879475964	-20.89420574997649	6.045391216543906e-97	6.101577793732962e-95	LILRB1	19	54617158	54638022	protein_coding	10859
ENSG00000144136	1726.325716863587	-2.345710517528089	0.11246544514004024	-20.857166524413305	1.3121887958166092e-96	1.3166394946562212e-94	SLC20A1	2	112645939	112663825	protein_coding	6574
ENSG00000189283	542.64128497413	-3.7718231967709337	0.18094083021030877	-20.84561672667754	1.6704237323597878e-96	1.6663447906877467e-94	FHIT	3	59747277	61251459	protein_coding	2272
ENSG00000157827	147.11724246257089	-5.169758900759766	0.24828356273929708	-20.82199418971654	2.7356070201987087e-96	2.7131529047728007e-94	FMNL2	2	152335174	152649826	protein_coding	114793
ENSG00000163599	355.9122899856624	5.172334995287184	0.24898742056552808	20.773479172318016	7.520840931276888e-96	7.416240729818898e-94	CTLA4	2	203853888	203873965	protein_coding	1493
ENSG00000168214	3069.874274609346	-1.6361385290312207	0.07896538102922332	-20.71969396849643	2.301434971813392e-95	2.256458356935667e-93	RBPJ	4	26163455	26435131	protein_coding	3516
ENSG00000189060	350.4786943232112	-4.9972677773362415	0.2414784459947095	-20.694467188370616	3.884982382797643e-95	3.787416347956929e-93	H1-0	22	37805229	37807432	protein_coding	3005
ENSG00000166165	779.1092957484661	-7.051607831227644	0.3409842515671296	-20.68015692460622	5.227054293421368e-95	5.066994212797956e-93	CKB	14	103519667	103522833	protein_coding	1152
ENSG00000139318	272.14781469810123	-5.087445443018003	0.2460294846444891	-20.678194121201887	5.4440949235040334e-95	5.2477404886225955e-93	DUSP6	12	89347235	89352501	protein_coding	1848
ENSG00000175787	497.63987985570344	-3.3189572031719408	0.16067353621029837	-20.656526777551637	8.528230149504091e-95	8.174713570122412e-93	ZNF169	9	94259298	94301829	protein_coding	169841
ENSG00000181218	435.9001896051804	-8.559139372116496	0.41515036539143835	-20.616962155498108	1.9332258852582846e-94	1.842793874403425e-92	H2AC25	1	228434777	228457873	protein_coding	92815
ENSG00000088367	266.58615270091144	-6.844366406517109	0.3328535616892901	-20.562695414105683	5.924855423753253e-94	5.616501069655157e-92	EPB41L1	20	36091504	36232799	protein_coding	2036
ENSG00000148908	2770.357474863722	-1.906144508668019	0.09282773997755447	-20.534212177619757	1.0652796238964503e-93	1.0042894388360052e-91	RGS10	10	119499817	119542719	protein_coding	6001
ENSG00000204001	370.36672456814705	5.173808489683457	0.25338104549096574	20.419082570515037	1.1316950912007976e-92	1.061072370208923e-90	LCN8	9	136754386	136758543	protein_coding	138307
ENSG00000133106	1327.3374845210374	-1.794668371961163	0.08796597749749673	-20.401846520857845	1.610191047028875e-92	1.5015031513544263e-90	EPSTI1	13	42886388	42992271	protein_coding	94240
ENSG00000138744	633.3732701991476	1.9255974354668024	0.09451296939587434	20.373896278735035	2.8506960244188618e-92	2.643904993890748e-90	NAAA	4	75913660	75941013	protein_coding	27163
ENSG00000171314	13497.195703708632	-1.640507940630442	0.0807065439133994	-20.326826810856343	7.446512418173116e-92	6.869207530699694e-90	PGAM1	10	97426191	97433444	protein_coding	5223
ENSG00000205208	415.0271458006226	-2.08618038976851	0.10276361816872108	-20.3007681798761	1.265904785591576e-91	1.1615184123625807e-89	C4orf46	4	158666675	158672255	protein_coding	201725
ENSG00000090104	7413.7444768127	-9.43041110903813	0.4660983650409634	-20.23266292343534	5.050065716489668e-91	4.608990827847326e-89	RGS1	1	192575763	192580024	protein_coding	5996
ENSG00000226979	1989.5893294775285	-5.520133570546246	0.27303691724011114	-20.21753551257609	6.862686486888305e-91	6.230157393758176e-89	LTA	6	31572054	31574324	protein_coding	4049
ENSG00000182866	1411.3192966187898	2.7756207111476723	0.1378703504822247	20.132107457763563	3.862147917898045e-90	3.487722840804982e-88	LCK	1	32251244	32286165	protein_coding	3932
ENSG00000020633	3547.094764351035	-1.633555216252434	0.08132694442134022	-20.086273102666677	9.729703189678783e-90	8.740431797304111e-88	RUNX3	1	24899511	24965121	protein_coding	864
ENSG00000123685	2793.5546780267605	-5.932886390304383	0.295419885760071	-20.082894470830755	1.0414605558439551e-89	9.306968863109678e-88	BATF3	1	212686417	212699840	protein_coding	55509
ENSG00000136153	743.765867060536	2.013985121607979	0.10045939847725378	20.04775214798832	2.1117330910352668e-89	1.877363542797052e-87	LMO7	13	75620434	75859870	protein_coding	4008
ENSG00000163697	906.4597624157872	1.609399941332971	0.08030976582280526	20.039903302469295	2.472474686779588e-89	2.186738179163101e-87	APBB2	4	40810027	41216714	protein_coding	323
ENSG00000172578	2525.55479989967	-2.4318677799961663	0.12144696838382708	-20.024112683573705	3.395061036623161e-89	2.98730550084001e-87	KLHL6	3	183487551	183555706	protein_coding	89857
ENSG00000182890	403.1154872782829	-2.245067756506735	0.11235116267632644	-19.982594777186	7.805935515938888e-89	6.833379672575481e-87	GLUD2	X	121047610	121050094	protein_coding	2747
ENSG00000127022	11969.450328822286	-1.0260647399338356	0.05152841169969065	-19.912601729581265	3.1644647927132034e-88	2.7561363915417844e-86	CANX	5	179678628	179731641	protein_coding	821
ENSG00000112773	594.83789294626	2.629088205600222	0.13205097605088187	19.90964613989057	3.3567752015140756e-88	2.9088661064433587e-86	TENT5A	6	81491439	81752774	protein_coding	55603
ENSG00000186827	852.1483827573265	-6.565731068183339	0.33027761071396255	-19.87943128809177	6.132499787822908e-88	5.2875091135409784e-86	TNFRSF4	1	1211326	1214153	protein_coding	7293
ENSG00000090661	1220.3317898487476	-2.0803029807551545	0.10469982932182348	-19.86921081180348	7.517541628618789e-88	6.44929896319206e-86	CERS4	19	8206736	8262421	protein_coding	79603
ENSG00000177606	2979.168712782204	-1.905096109700712	0.09613478579023196	-19.816927806524376	2.1270392459566932e-87	1.8157084269713905e-85	JUN	1	58776845	58784048	protein_coding	3725
ENSG00000135476	176.38949206988218	-5.002621909493795	0.25288594141229237	-19.782127395282032	4.244022296498099e-87	3.604897750659128e-85	ESPL1	12	53268299	53293638	protein_coding	9700
ENSG00000141959	5663.700249902384	-1.5399590676146675	0.07797703453320386	-19.748879613508883	8.201722804753951e-87	6.932273885909768e-85	PFKL	21	44300051	44327376	protein_coding	5211
ENSG00000102970	38630.138594343014	-17.43618979628732	0.8851438529260431	-19.69870743455773	2.2119526187112295e-86	1.860425638816043e-84	CCL17	16	57404767	57416063	protein_coding	6361
ENSG00000132185	7232.111357322757	7.37284336371843	0.37431066301850663	19.69712351836983	2.2822356518941865e-86	1.9101755763512415e-84	FCRLA	1	161706972	161714352	protein_coding	84824
ENSG00000166394	427.6197790594055	-3.285481036600721	0.16688590071689186	-19.686989868450706	2.7877084263320836e-86	2.321917532961451e-84	CYB5R2	11	7665100	7677222	protein_coding	51700
ENSG00000106976	202.86240535178297	-7.1954190787882215	0.3657430372549939	-19.67342736800104	3.643039550862824e-86	3.019675005492962e-84	DNM1	9	128191655	128255248	protein_coding	1759
ENSG00000204264	1812.032888203892	-1.3740900898193456	0.07001420420140211	-19.625875998913777	9.29608923629056e-86	7.668379765205454e-84	PSMB8	6	32840717	32844679	protein_coding	5696
ENSG00000164512	528.2595086746352	-9.1236306812945	0.4652229612401412	-19.611307784494795	1.238071989282328e-85	1.0164037890959896e-83	ANKRD55	5	56099680	56233330	protein_coding	79722
ENSG00000167483	587.4661125712416	3.2558078269323394	0.1663374456391047	19.57351103007995	2.6012810616881934e-85	2.1253704979260007e-83	NIBAN3	19	17523301	17553839	protein_coding	199786
ENSG00000111732	958.9129410208076	-7.402076709403645	0.3784835567085009	-19.557194964494983	3.582508480103555e-85	2.9132076067116968e-83	AICDA	12	8602155	8613242	protein_coding	57379
ENSG00000128512	275.24981795422076	-5.104989498264076	0.2619601962097894	-19.48765336156556	1.3974407323712173e-84	1.1310041550011954e-82	DOCK4	7	111726110	112206407	protein_coding	9732
ENSG00000144567	3344.9427343472357	1.03155934084912	0.05300520988494407	19.461470732561526	2.3300161601790667e-84	1.876920998889785e-82	RETREG2	2	219176225	219185475	protein_coding	79137
ENSG00000198369	404.9052525203141	-3.2337134502915075	0.16617631995872578	-19.459532207083925	2.4198340785690955e-84	1.940164164490118e-82	SPRED2	2	65310851	65432637	protein_coding	200734
ENSG00000005238	390.6809075271259	-2.5783113613168243	0.13254996901689675	-19.451617985577613	2.8237883469225282e-84	2.2535144398370568e-82	ATOSB	9	35104112	35116341	protein_coding	80256
ENSG00000105355	1723.7631469830387	-1.960574559236983	0.10085301123762262	-19.43992088265583	3.547123237691817e-84	2.817663912607231e-82	PLIN3	19	4838341	4867694	protein_coding	10226
ENSG00000132003	490.8414523200574	-3.182755612973927	0.1638865759071177	-19.42047782350243	5.180568837887053e-84	4.096230420297975e-82	ZSWIM4	19	13795443	13832254	protein_coding	65249
ENSG00000136848	179.10850556019528	-5.362672776639324	0.27619934320040807	-19.41595050335877	5.657936581694422e-84	4.45315944351894e-82	DAB2IP	9	121567057	121785530	protein_coding	153090
ENSG00000189057	294.9078131469206	4.583227696727685	0.23636823276439028	19.39020164903549	9.337012458948925e-84	7.315272135645918e-82	FAM111B	11	59107185	59127412	protein_coding	374393
ENSG00000169398	252.6859105746378	-7.75723067397516	0.4005001480579947	-19.3688584425988	1.4135695378221136e-83	1.1024557331796283e-81	PTK2	8	140657900	141002216	protein_coding	5747
ENSG00000102144	17798.050326755358	-1.9696161155810183	0.10169337995815224	-19.368184206204315	1.4321999407035357e-83	1.1119315195742656e-81	PGK1	X	77910739	78129295	protein_coding	5230
ENSG00000162923	3031.416361929814	-1.106009928955347	0.05712753997385512	-19.36036331096213	1.667056331587362e-83	1.288439303485403e-81	WDR26	1	224385146	224437033	protein_coding	80232
ENSG00000080546	702.1157547545893	2.4048851370956235	0.12481903969734934	19.26697355569139	1.0171279472483835e-82	7.825955748380163e-81	SESN1	6	108984309	109094846	protein_coding	27244
ENSG00000152804	750.9692824325697	2.428936686917362	0.1261311468881487	19.25723143603307	1.2276965633578894e-82	9.403936443792263e-81	HHEX	10	92689955	92695647	protein_coding	3087
ENSG00000064393	3542.839995000427	-2.984367121815374	0.15571318385449834	-19.165796035639666	7.145523799716412e-82	5.449017660245965e-80	HIPK2	7	139561570	139777998	protein_coding	28996
ENSG00000126353	34393.07059186348	-1.4413907305862654	0.07542166281421463	-19.111097220659637	2.0413146588798458e-81	1.5497733149141768e-79	CCR7	17	40553769	40565472	protein_coding	1236
ENSG00000163568	995.5000869846948	2.152532101972188	0.1128792205620385	19.069338814127928	4.540089419654963e-81	3.4316675886537394e-79	AIM2	1	159061599	159187843	protein_coding	9447
ENSG00000111266	879.8655865341899	-2.4471942938359805	0.12870773429097293	-19.01357604744673	1.3166340555155763e-80	9.908248738831691e-79	DUSP16	12	12473282	12562863	protein_coding	80824
ENSG00000082641	7580.039971690357	-1.4169812222941134	0.07494569326963725	-18.906773164351726	1.0031016551605484e-79	7.515815807530433e-78	NFE2L1	17	48048329	48061545	protein_coding	4779
ENSG00000178078	181.10673369524204	-4.079575747792279	0.2163028537571831	-18.860480464912968	2.4101978242829488e-79	1.79800757691508e-77	STAP2	19	4324043	4342786	protein_coding	55620
ENSG00000143390	4022.598652679628	-1.2763830279845745	0.06773399683689782	-18.84405302492455	3.287968349373015e-79	2.442206101235593e-77	RFX5	1	151340640	151347326	protein_coding	5993
ENSG00000157445	198.6325986901785	-4.37432935795949	0.23215252053692376	-18.842480572007208	3.3871301058373265e-79	2.5050163084464158e-77	CACNA2D3	3	54122552	55074557	protein_coding	55799
ENSG00000236444	200.65741801164936	-6.287503567809164	0.33445364508974973	-18.799327380994548	7.648007207848114e-79	5.6319531189810285e-77	UBE2L5	13	30422488	30429758	protein_coding	171222
ENSG00000163564	362.0414864121091	3.0799478492930854	0.1640246466246342	18.77734787224666	1.1571750914240062e-78	8.484961631903032e-77	PYHIN1	1	158930796	158977059	protein_coding	149628
ENSG00000106462	1031.4375074809964	-3.642426313316705	0.19429051842749517	-18.74731892630147	2.0359985556358383e-78	1.486538860323392e-76	EZH2	7	148807257	148884321	protein_coding	2146
ENSG00000119508	3432.3042175756227	-6.766219245711698	0.3617364173820374	-18.704832913092496	4.521477203430387e-78	3.287267197307566e-76	NR4A3	9	99821855	99866891	protein_coding	8013
ENSG00000117569	311.0141455689771	-2.1541125312351856	0.1151648129772386	-18.704606689726734	4.5407047274742565e-78	3.2873169499579444e-76	PTBP2	1	96721665	96823738	protein_coding	58155
ENSG00000102760	642.3230265121057	3.588110584776127	0.19186822584824775	18.700910840829017	4.86662798860277e-78	3.5084707154809384e-76	RGCC	13	41457550	41470871	protein_coding	28984
ENSG00000168961	3532.790053081622	-1.717488262277585	0.09195422920685242	-18.677642965328648	7.527018526440303e-78	5.403706438354088e-76	LGALS9	17	27629798	27649560	protein_coding	3965
ENSG00000144711	838.8556434400288	-3.2729866458566335	0.17536408841222015	-18.663950387396177	9.726747610553852e-78	6.953813979245125e-76	IQSEC1	3	12897043	13283281	protein_coding	9922
ENSG00000074800	40517.17159469948	-2.1064826008877877	0.11303177091243356	-18.636199219772408	1.6344974586317882e-77	1.1636808047802578e-75	ENO1	1	8861000	8879190	protein_coding	2023
ENSG00000105771	1362.923439800158	-1.8313033223988744	0.09849282907354316	-18.593265516126735	3.643075012652037e-77	2.5829702920282496e-75	SMG9	19	43727983	43754962	protein_coding	56006
ENSG00000204642	2467.171179576969	-1.397458971989988	0.0751751292557459	-18.58937903832304	3.9168616181640434e-77	2.7656589154098207e-75	HLA-F	6	29722775	29738528	protein_coding	3134
ENSG00000197157	6988.177430867721	-1.1187574687004445	0.06028288545309962	-18.558459176126252	6.967447350174534e-77	4.899486132553059e-75	SND1	7	127652194	128092609	protein_coding	27044
ENSG00000157110	281.0773666011902	-5.536744813518072	0.2989045437281758	-18.52345482761612	1.335833005986252e-76	9.35519294559678e-75	RBPMS	8	30384511	30572256	protein_coding	11030
ENSG00000104998	767.1607631166453	2.1216144413951015	0.11459101700685102	18.514666304674275	1.5726814599634018e-76	1.0969133532541486e-74	IL27RA	19	14031762	14053218	protein_coding	9466
ENSG00000153250	518.0661787169313	-2.491841983902538	0.13458977645492937	-18.51434818852672	1.5819985387518948e-76	1.0989445719799601e-74	RBMS1	2	160272151	160493807	protein_coding	5937
ENSG00000078081	1003.8071719729562	-7.538782956653938	0.40733733997916727	-18.507468421725097	1.7975222699345082e-76	1.2436244801425923e-74	LAMP3	3	183122215	183163839	protein_coding	27074
